Session,Date,Speaker,Age,Record #,Group #,Tier,Range,Result,Orthography,IPA Target,IPA Actual,Exact Match,IPA Target CV,IPA Actual CV,CV Match,IPA Target Syllable Count,IPA Actual Syllable Count,Syllable Count Match
Naima.030000,14/03/2004,Naima,03;00.00,2,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..4); (0..3),no ↔ ˈnoʊ; ˈno,no,noʊ,no,FALSE,CVV,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1153,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..4); (0..2),he ↔ ˈhiː; hi,he,hi,hi,TRUE,CV,CV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1153,2,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..4); (0..3),say ↔ ˈseɪ; ˈθi,say,seɪ,θi,FALSE,CVV,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1156,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; əˈdɪ,yyy,*,ədɪ,FALSE,*,VCV,FALSE,1,3,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1156,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; ˈdɪdə,yyy,*,dɪdə,FALSE,*,CVCV,FALSE,1,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1156,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈdɪ,yyy,*,dɪ,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1158,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..7),yyy ↔ *; ðəˈdɪtə,yyy,*,ðədɪtə,FALSE,*,CVCVCV,FALSE,1,6,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1158,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈɡo,yyy,*,go,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈdi,yyy,*,di,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; ˈdɪdə,yyy,*,dɪdə,FALSE,*,CVCV,FALSE,1,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..12),yyy ↔ *; ˈdɪːɾl̩iɾl̩ɪ,yyy,*,dɪɾliɾlɪ,FALSE,*,CVCCVCCV,FALSE,1,8,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; dɪ,yyy,*,dɪ,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,5,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈdi,yyy,*,di,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,6,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..7),yyy ↔ *; ˈdididi,yyy,*,dididi,FALSE,*,CVCVCV,FALSE,1,6,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,7,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈðʊ,yyy,*,ðʊ,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,8,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈðʌ,yyy,*,ðʌ,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,9,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈðʌ,yyy,*,ðʌ,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,10,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈðʌ,yyy,*,ðʌ,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1159,11,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈðʌ,yyy,*,ðʌ,FALSE,*,CV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1164,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..5); (0..2),where's ↔ ˈwɛɹz; ɪð,where's,wɛɹz,ɪð,FALSE,GVCC,VC,FALSE,4,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1164,2,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..5),Mommy ↔ ˈmɑmiː; ˈmɑmɪ,Mommy,mɑmi,mɑmɪ,FALSE,CVCV,CVCV,TRUE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1166,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ˈwʌ,yyy,*,wʌ,FALSE,*,GV,FALSE,1,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1166,2,Orthography ↔ IPA Target; IPA Actual,(2..6) ↔ (0..4); (0..4),what ↔ ˈwʌt; ˈwʊt,what,wʌt,wʊt,FALSE,GVC,GVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1166,3,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..5); (0..3),room ↔ ˈɹuːm; wʊm,room,ɹum,wʊm,FALSE,CVC,GVC,FALSE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1169,1,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..5),Mommy ↔ ˈmɑmiː; ˈvɑmi,Mommy,mɑmi,vɑmi,FALSE,CVCV,CVCV,TRUE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1169,2,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..5),Mommy ↔ ˈmɑmiː; ˈnɑmi,Mommy,mɑmi,nɑmi,FALSE,CVCV,CVCV,TRUE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1169,3,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..5),Mommy ↔ ˈmɑmiː; ˈmɑji,Mommy,mɑmi,mɑji,FALSE,CVCV,CVGV,FALSE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1169,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),Mom ↔ ˈmɑm; ˈmɑ̃,Mom,mɑm,mɑ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1170,1,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..5),Mommy ↔ ˈmɑmiː; ˈmɑ̃i,Mommy,mɑmi,mɑi,FALSE,CVCV,CVV,FALSE,4,3,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1170,2,Orthography ↔ IPA Target; IPA Actual,(0..1) ↔ (0..3); (0..2),I ↔ ˈaɪ; aɪ,I,aɪ,aɪ,TRUE,VV,VV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1170,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),did ↔ ˈdɪd; ˈdɪd,did,dɪd,dɪd,TRUE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1170,4,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..1),it ↔ ˈɪt; ɪ,it,ɪt,ɪ,FALSE,VC,V,FALSE,2,1,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1172,1,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..3); (0..5),yeah ↔ ˈjæ; ˈjæ̃ː,yeah,jæ,jæ,TRUE,GV,GV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1174,1,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..3); (0..3),yeah ↔ ˈjæ; ˈjɛ,yeah,jæ,jɛ,FALSE,GV,GV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1175,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ˈʃ,yyy,*,ʃ,FALSE,*,C,FALSE,1,1,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1175,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ˈʃ,yyy,*,ʃ,FALSE,*,C,FALSE,1,1,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1175,3,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..6); (0..5),coming ↔ ˈkʌmɪŋ; ˈkʌmɪ,coming,kʌmɪŋ,kʌmɪ,FALSE,CVCVC,CVCV,FALSE,5,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1175,4,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..6); (0..6),coming ↔ ˈkʌmɪŋ; kəˈmɪŋ,coming,kʌmɪŋ,kəmɪŋ,FALSE,CVCVC,CVCVC,TRUE,5,5,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1177,1,Orthography ↔ IPA Target; IPA Actual,(0..7) ↔ (0..8); (0..6),Grandma ↔ ˈɡɹændmɑ; ˈɡwæmə,Grandma,gɹændmɑ,gwæmə,FALSE,CCVCCCV,CGVCV,FALSE,7,5,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1177,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1179,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ˈɑ,yyy,*,ɑ,FALSE,*,V,FALSE,1,1,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1179,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1180,1,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..5),Mommy ↔ ˈmɑmiː; ˈmɑwi,Mommy,mɑmi,mɑwi,FALSE,CVCV,CVGV,FALSE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1186,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),yes ↔ ˈjɛs; ˈjɛs,yes,jɛs,jɛs,TRUE,GVC,GVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1189,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),yes ↔ ˈjɛs; ˈjɛθ,yes,jɛs,jɛθ,FALSE,GVC,GVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1191,1,Orthography ↔ IPA Target; IPA Actual,(2..6) ↔ (0..5); (0..2),want ↔ ˈwɑnt; ʊ̃,want,wɑnt,ʊ,FALSE,GVCC,V,FALSE,4,1,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1191,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..3),you ↔ ˈjuː; ˈju,you,ju,ju,TRUE,GV,GV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1191,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..4); (0..2),to ↔ ˈtuː; ɾə,to,tu,ɾə,FALSE,CV,CV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1191,4,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..4); (0..3),go ↔ ˈɡoʊ; ˈɡo,go,goʊ,go,FALSE,CVV,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1191,5,Orthography ↔ IPA Target; IPA Actual,(2..6) ↔ (0..4); (0..3),back ↔ ˈbæk; bæk,back,bæk,bæk,TRUE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1191,6,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..3),it ↔ ˈɪt; hit,it,ɪt,hit,FALSE,VC,CVC,FALSE,2,3,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1193,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1193,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..3),you ↔ ˈjuː; ˈju,you,ju,ju,TRUE,GV,GV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1193,3,Orthography ↔ IPA Target; IPA Actual,(0..8) ↔ (0..9); (0..6),surprise ↔ səɹˈpɹaɪz; səˈwaɪ,surprise,səɹpɹaɪz,səwaɪ,FALSE,CVCCCVVC,CVGVV,FALSE,8,5,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1209,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..3),you ↔ ˈjuː; ˈju,you,ju,ju,TRUE,GV,GV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1209,2,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..4); (0..2),should ↔ ˈʃʊd; ʃʊ,should,ʃʊd,ʃʊ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1209,3,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..5); (0..4),just ↔ ˈʤʌst; ˈdɪs,just,ʤʌst,dɪs,FALSE,CVCC,CVC,FALSE,4,3,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1211,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),get ↔ ˈɡɛt; ˈɡɪʔ,get,gɛt,gɪʔ,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1211,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),get ↔ ˈɡɛt; ˈɡɪt,get,gɛt,gɪt,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1211,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..2); (0..2),the ↔ ðə; ðə,the,ðə,ðə,TRUE,CV,CV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1211,4,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..4),parts ↔ ˈpɑɹts; ˈpɑt,parts,pɑɹts,pɑt,FALSE,CVCCC,CVC,FALSE,5,3,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1211,5,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..2),of ↔ ˈʌv; əv,of,ʌv,əv,FALSE,VC,VC,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1211,6,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..6); (0..5),Tigger ↔ ˈtɪɡəɹ; ˈtɪɡʊ,Tigger,tɪgəɹ,tɪgʊ,FALSE,CVCVC,CVCV,FALSE,5,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1213,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..4); (0..3),we ↔ ˈwiː; ˈɡʊ,we,wi,gʊ,FALSE,GV,CV,FALSE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1213,2,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..4); (0..2),should ↔ ˈʃʊd; ʃɪ,should,ʃʊd,ʃɪ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1213,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..3),get ↔ ˈɡɛt; ɡɛʔ,get,gɛt,gɛʔ,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1213,4,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..4),parts ↔ ˈpɑɹts; ˈpʊt,parts,pɑɹts,pʊt,FALSE,CVCCC,CVC,FALSE,5,3,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1213,5,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..2),of ↔ ˈʌv; ɪɡ,of,ʌv,ɪg,FALSE,VC,VC,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1213,6,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..2),of ↔ ˈʌv; ʊv,of,ʌv,ʊv,FALSE,VC,VC,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1213,7,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..6); (0..5),Tigger ↔ ˈtɪɡəɹ; ˈtɪɡʊ,Tigger,tɪgəɹ,tɪgʊ,FALSE,CVCVC,CVCV,FALSE,5,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1214,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),you ↔ ˈjuː; ˈɡjʊ,you,ju,gjʊ,FALSE,GV,CGV,FALSE,2,3,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1214,2,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..4); (0..3),should ↔ ˈʃʊd; ʃɪd,should,ʃʊd,ʃɪd,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1214,3,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..5); (0..2),just ↔ ˈʤʌst; ɪs,just,ʤʌst,ɪs,FALSE,CVCC,VC,FALSE,4,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1214,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..2),get ↔ ˈɡɛt; ɡɛ,get,gɛt,gɛ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1214,5,Orthography ↔ IPA Target; IPA Actual,(0..5) ↔ (0..6); (0..6),parts ↔ ˈpɑɹts; ˈpɑuts,parts,pɑɹts,pɑuts,FALSE,CVCCC,CVVCC,FALSE,5,5,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1214,6,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..1),of ↔ ˈʌv; ə,of,ʌv,ə,FALSE,VC,V,FALSE,2,1,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1214,7,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..6); (0..6),Tigger ↔ ˈtɪɡəɹ; ˈtɪɡʊː,Tigger,tɪgəɹ,tɪgʊ,FALSE,CVCVC,CVCV,FALSE,5,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1215,1,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..6); (0..5),Tigger ↔ ˈtɪɡəɹ; ˈtɪɡə,Tigger,tɪgəɹ,tɪgə,FALSE,CVCVC,CVCV,FALSE,5,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1215,2,Orthography ↔ IPA Target; IPA Actual,(0..6) ↔ (0..6); (0..6),Tigger ↔ ˈtɪɡəɹ; ˈtɪɡəɪ,Tigger,tɪgəɹ,tɪgəɪ,FALSE,CVCVC,CVCVV,FALSE,5,5,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1216,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..2),his ↔ ˈhɪz; hɪ,his,hɪz,hɪ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1216,2,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..5); (0..5),name ↔ ˈneɪm; ˈneɪm,name,neɪm,neɪm,TRUE,CVVC,CVVC,TRUE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1216,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..1),is ↔ ˈɪz; ɪ,is,ɪz,ɪ,FALSE,VC,V,FALSE,2,1,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1216,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),Tig ↔ ˈtɪɡ; ˈtɪɡ,Tig,tɪg,tɪg,TRUE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1217,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..3),his ↔ ˈhɪz; ˈhi,his,hɪz,hi,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1219,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),his ↔ ˈhɪz; ˈhɪð,his,hɪz,hɪð,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1219,2,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..5); (0..2),name ↔ ˈneɪm; nɪ,name,neɪm,nɪ,FALSE,CVVC,CV,FALSE,4,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1219,3,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..4); (0..3),get ↔ ˈɡɛt; ˈɡɪ,get,gɛt,gɪ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1219,4,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..2); (0..2),the ↔ ðə; tə,the,ðə,tə,FALSE,CV,CV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1219,5,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..5),Tig ↔ ˈtɪɡ; ˈtɪːɡ,Tig,tɪg,tɪg,TRUE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1220,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),his ↔ ˈhɪz; ˈhɪð,his,hɪz,hɪð,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1220,2,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..5); (0..5),name ↔ ˈneɪm; ˈneɪm,name,neɪm,neɪm,TRUE,CVVC,CVVC,TRUE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1220,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..3),is ↔ ˈɪz; ˈɪð,is,ɪz,ɪð,FALSE,VC,VC,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1220,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; ˈjɪtə,yyy,*,jɪtə,FALSE,*,GVCV,FALSE,1,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1220,5,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..5),Tig ↔ ˈtɪɡ; ˈtɪːɡ,Tig,tɪg,tɪg,TRUE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1221,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..3),his ↔ ˈhɪz; hɪð,his,hɪz,hɪð,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1221,2,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..5); (0..6),name ↔ ˈneɪm; ˈneɪːm,name,neɪm,neɪm,TRUE,CVVC,CVVC,TRUE,4,4,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1221,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..3); (0..2),is ↔ ˈɪz; ɪð,is,ɪz,ɪð,FALSE,VC,VC,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1221,4,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..4); (0..3),get ↔ ˈɡɛt; ˈɡɪ,get,gɛt,gɪ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1221,5,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..2); (0..2),the ↔ ðə; tə,the,ðə,tə,FALSE,CV,CV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1221,6,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),Tig ↔ ˈtɪɡ; ˈtɪː,Tig,tɪg,tɪ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1223,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1223,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..2),get ↔ ˈɡɛt; ɡɪ,get,gɛt,gɪ,FALSE,CVC,CV,FALSE,3,2,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1223,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..2); (0..2),the ↔ ðə; tə,the,ðə,tə,FALSE,CV,CV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1223,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..5),Tig ↔ ˈtɪɡ; ˈtɪʔɪ,Tig,tɪg,tɪʔɪ,FALSE,CVC,CVCV,FALSE,3,4,FALSE
Naima.030000,14/03/2004,Naima,03;00.00,1225,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),get ↔ ˈɡɛt; ˈɡɪʔ,get,gɛt,gɪʔ,FALSE,CVC,CVC,TRUE,3,3,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1225,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..2); (0..2),the ↔ ðə; ðə,the,ðə,ðə,TRUE,CV,CV,TRUE,2,2,TRUE
Naima.030000,14/03/2004,Naima,03;00.00,1225,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..4); (0..4),Tig ↔ ˈtɪɡ; ˈtɪː,Tig,tɪg,tɪ,FALSE,CVC,CV,FALSE,3,2,FALSE
